iter	Accuracy	MultiClass
99	0.9941105766	0.01575135795
100	0.9941105766	0.01567513253
101	0.994116314	0.01561676202
102	0.9941134453	0.01554678813
103	0.9941191827	0.01550523444
104	0.9941134453	0.01544055991
105	0.9941134453	0.01540315322
106	0.9941105766	0.01533193748
107	0.994116314	0.01524850635
108	0.9941105766	0.01518197452
109	0.99412492	0.01511583034
110	0.99412492	0.01504618599
111	0.9941507383	0.01497952524
112	0.9941536069	0.0149256759
113	0.9941421322	0.01483968416
114	0.9942454051	0.01480222772
115	0.9942568798	0.01474964767
116	0.9942597485	0.01465885088
117	0.9942195869	0.01459867402
118	0.9942913041	0.01456366176
119	0.9942913041	0.01444940781
120	0.9942970415	0.01438646035
121	0.994311385	0.01433940503
122	0.994319991	0.0143061654
123	0.994319991	0.01422816176
124	0.9943228597	0.01420911797
125	0.994319991	0.0141768889
126	0.9943257284	0.01415667765
127	0.9943285971	0.01409448588
128	0.9943314658	0.01405539022
129	0.9943400719	0.0140366889
130	0.9943343345	0.01394878835
131	0.9943257284	0.013917784
132	0.9943372032	0.01389403429
133	0.9943601527	0.01384908364
134	0.9943400719	0.01381525071
135	0.9943601527	0.01377819169
136	0.994357284	0.01374388223
137	0.9943544153	0.01372842183
138	0.9943429406	0.01369118789
139	0.994348678	0.01367028526
140	0.9943515467	0.01363896273
141	0.9943687588	0.01362301043
142	0.994348678	0.01360354438
143	0.9943515467	0.01355867239
144	0.9943544153	0.01351640571
145	0.9943658901	0.01344748118
146	0.9943601527	0.01342262248
147	0.9943716275	0.01340617493
148	0.9943802336	0.01338932748
149	0.9943744962	0.01336650361
150	0.9943716275	0.01333635024
151	0.9943773649	0.01329441899
152	0.9943831023	0.01328666513
153	0.9943831023	0.01327725058
154	0.9944548195	0.01325469706
155	0.9944519509	0.01324717379
156	0.9944548195	0.01321950017
157	0.9944175266	0.01318290205
158	0.9944806378	0.01316505486
159	0.9944749004	0.01313799892
160	0.9944921125	0.01311997668
161	0.9944863752	0.01307860539
162	0.9944892438	0.01301887811
163	0.9944863752	0.01299418041
164	0.9944835065	0.0129639083
165	0.9945523551	0.01291734372
166	0.9945322742	0.0129068671
167	0.9945523551	0.01287230398
168	0.9945580924	0.01286080792
169	0.9945523551	0.01284191777
170	0.9945552237	0.0128144406
171	0.9945666985	0.0128077863
172	0.994543749	0.01277510586
173	0.9945552237	0.01276080891
174	0.9945580924	0.01275090292
175	0.9945638298	0.01271420282
176	0.9945666985	0.0127007616
177	0.9945695672	0.01266767699
178	0.9945724359	0.01266170774
179	0.994581042	0.01264727747
180	0.994618335	0.01263474156
181	0.9946212036	0.01261929854
182	0.9946326784	0.01261405165
183	0.9946384158	0.01260639376
184	0.9946298097	0.01259577832
185	0.9946298097	0.01257227008
186	0.994626941	0.01256425235
187	0.9946384158	0.01254217598
188	0.9946240723	0.01251688725
189	0.9946240723	0.01249040508
190	0.9946412845	0.01248316534
191	0.9946843149	0.01247045576
192	0.9946699714	0.01245362301
193	0.9946671027	0.01243017106
194	0.9946441532	0.0124000666
195	0.9946757088	0.01236485337
196	0.994664234	0.01235956732
197	0.9946699714	0.01234931379
198	0.994664234	0.01234062938
199	0.994664234	0.01233300913
200	0.9946671027	0.01232912784
201	0.9946613653	0.01231954628
202	0.9946613653	0.01228007457
203	0.994664234	0.01227527704
204	0.9946843149	0.01227036609
205	0.9946498906	0.01224868647
206	0.9946412845	0.0122341131
207	0.9946584966	0.01222915241
208	0.994701527	0.01221519909
209	0.9947043957	0.01220900613
210	0.9947330826	0.01219507693
211	0.9947359513	0.01217398498
212	0.9948191434	0.01214719159
213	0.9948306181	0.01214163118
214	0.9948392242	0.01213432195
215	0.9948478303	0.01211363995
216	0.9948449616	0.01210798945
217	0.9948191434	0.01209401363
218	0.994850699	0.01208369428
219	0.994850699	0.01207018451
220	0.9948564363	0.0120487115
221	0.9948621737	0.01203798441
222	0.994850699	0.01202434375
223	0.9948564363	0.01201856575
224	0.9948564363	0.01201591463
225	0.994859305	0.01200705455
226	0.9948621737	0.01199334084
227	0.9948621737	0.01199094707
228	0.994859305	0.01196928141
229	0.9948650424	0.01195649
230	0.9948650424	0.0119463775
231	0.9948707798	0.01193495174
232	0.9948736485	0.01190556273
233	0.9948679111	0.01188662438
234	0.9948679111	0.01187973387
235	0.9948822546	0.01187445634
236	0.9948793859	0.01186365892
237	0.9948736485	0.01185219279
238	0.9948822546	0.01184409132
239	0.9948736485	0.01184092596
240	0.9948937293	0.01183684545
241	0.9948879919	0.01182481139
242	0.9948879919	0.01182384435
243	0.9949023354	0.01181065937
244	0.9949281536	0.01179610916
245	0.994933891	0.01179071036
246	0.9949310223	0.01178621979
247	0.9949482345	0.01176605706
248	0.9949396284	0.01176271855
249	0.9949396284	0.01174766709
250	0.9949310223	0.01173422952
251	0.9949396284	0.01172634972
252	0.994896598	0.01171207475
253	0.9949052041	0.0116817767
254	0.9949138102	0.01167880106
255	0.9949080728	0.01166748669
256	0.9949224162	0.01165896898
257	0.9949023354	0.01163967631
258	0.9949023354	0.01162761955
259	0.9949023354	0.01161587544
260	0.9949539718	0.01160251661
261	0.9949769214	0.01159181407
262	0.9949826588	0.01158981486
263	0.9949883961	0.01157590801
264	0.9949883961	0.01156902346
265	0.9949855275	0.01156018014
266	0.9949826588	0.01155124189
267	0.9949740527	0.01154753787
268	0.9949883961	0.01153913255
269	0.9949970022	0.011535152
270	0.9949855275	0.0115332326
271	0.9949797901	0.01153048194
272	0.9949797901	0.01152727796
273	0.9949826588	0.01152121734
274	0.9949970022	0.01151186223
275	0.9949912648	0.01150690648
276	0.9949970022	0.01149280496
277	0.9949998709	0.01148025939
278	0.9949998709	0.01147099115
279	0.9950314265	0.01146532829
280	0.9950314265	0.01145345085
281	0.9950142144	0.01145142243
282	0.9950056083	0.01144507905
283	0.9950400326	0.01143247359
284	0.9950228204	0.01142301722
285	0.9950285578	0.0114061407
286	0.9950486387	0.01140336498
287	0.9950773256	0.01139004845
288	0.9950687195	0.01138393137
289	0.9950715882	0.01138245581
290	0.9950715882	0.01137781098
291	0.9950801943	0.01136789058
292	0.9950859317	0.01136136626
293	0.9950773256	0.01135288208
294	0.9950744569	0.01134372097
295	0.9950658508	0.01133392636
296	0.9950601134	0.01132699204
297	0.9950658508	0.01131689877
298	0.9950715882	0.01131295813
299	0.9950715882	0.01128794028
300	0.9950715882	0.01128714155
301	0.9950773256	0.01127923331
302	0.9950715882	0.01127742943
303	0.9950715882	0.01127333247
304	0.9950658508	0.01126400461
305	0.9950658508	0.01125765147
306	0.9950715882	0.01125410569
307	0.995083063	0.01124720946
308	0.995083063	0.01124540759
309	0.9950859317	0.01123599504
310	0.9950888003	0.01123174345
311	0.9950801943	0.01123058899
312	0.9950859317	0.01122821078
313	0.995091669	0.01122539681
314	0.9951088812	0.01121347698
315	0.9951031438	0.01120872462
316	0.9951146186	0.01119717526
317	0.9951174873	0.01119352658
318	0.9951146186	0.01118443158
319	0.9950945377	0.01118078947
320	0.9951375681	0.01117765881
321	0.9951117499	0.01116269731
322	0.995128962	0.01115588705
323	0.9951174873	0.01115149022
324	0.9951346994	0.01114191412
325	0.9951346994	0.01113689862
326	0.9951633863	0.0111263328
327	0.995128962	0.01111812733
328	0.9951318307	0.01110919888
329	0.9951318307	0.01109396589
330	0.9951232246	0.01107478503
331	0.9951146186	0.01107284684
332	0.9951117499	0.01106704259
333	0.9951203559	0.01106224921
334	0.9951576489	0.01104672883
335	0.9951605176	0.0110413522
336	0.9951346994	0.01103783471
337	0.9951777298	0.01103399244
338	0.9951834672	0.01102536416
339	0.9951892045	0.01102106193
340	0.9951949419	0.0110152525
341	0.9951949419	0.01101247491
342	0.9951949419	0.01100348099
343	0.9951978106	0.0110004765
344	0.995203548	0.01099464432
345	0.995203548	0.01098694898
346	0.9952121541	0.01097788018
347	0.995203548	0.01097268117
348	0.9952465784	0.01095464327
349	0.9952494471	0.01095128801
350	0.995240841	0.01094541311
351	0.9952494471	0.01094391575
352	0.9952523158	0.01093868001
353	0.9952580531	0.01093027328
354	0.9952351036	0.01092006865
355	0.9952264975	0.01091610854
356	0.9952236288	0.01091064013
357	0.9952236288	0.01090672918
358	0.9952293662	0.01089271901
359	0.9952351036	0.01089107604
360	0.9952351036	0.0108868861
361	0.995240841	0.01088253789
362	0.9952437097	0.01087315145
363	0.9952437097	0.01086598765
364	0.995240841	0.01085954545
365	0.995240841	0.01085421499
366	0.995240841	0.01085231244
367	0.995240841	0.01084720574
368	0.995240841	0.01083832968
369	0.9952465784	0.01083039398
370	0.9952465784	0.01082794956
371	0.9952523158	0.01082568883
372	0.9952437097	0.01082016462
373	0.9952465784	0.01081546537
374	0.9952523158	0.01081410117
375	0.9952465784	0.0108124704
376	0.9952465784	0.01081022729
377	0.9952580531	0.01080192667
378	0.9952637905	0.01079976451
379	0.9952637905	0.01079860301
380	0.9952666592	0.01079726939
381	0.9952695279	0.01079572195
382	0.9952609218	0.01077991717
383	0.9952695279	0.01076966804
384	0.9952723966	0.01076246961
385	0.9952666592	0.01075863124
386	0.9952752653	0.01075428843
387	0.995278134	0.01075228343
388	0.9952752653	0.0107462073
389	0.9952723966	0.01073996703
390	0.9952752653	0.01073839092
391	0.9952982148	0.0107307037
392	0.9953010835	0.01072597549
393	0.9953039522	0.01071782712
394	0.9953039522	0.01071203201
395	0.9952953461	0.01070756213
396	0.9952924774	0.01070070243
397	0.9953010835	0.01069908982
398	0.9953096896	0.01069373824
399	0.995315427	0.01069121917
400	0.995315427	0.01068681278
401	0.9953125583	0.01068580844
402	0.995315427	0.01067894997
403	0.9953182957	0.01066902687
404	0.9953269017	0.01066755414
405	0.995324033	0.01066415702
406	0.9953269017	0.01066285935
407	0.9953269017	0.01066090438
408	0.995315427	0.01064867958
409	0.995315427	0.01064748824
410	0.9953125583	0.01064510769
411	0.9953010835	0.01064334015
412	0.995315427	0.01063629302
413	0.995324033	0.0106307204
414	0.995324033	0.01062893091
415	0.995324033	0.01062716425
416	0.9953211643	0.01062272003
417	0.9953297704	0.01061808393
418	0.9953728008	0.0105999501
419	0.9953785382	0.01059118184
420	0.9953900129	0.01058407033
421	0.9954043564	0.01057137739
422	0.9953928816	0.01056602455
423	0.9953871442	0.01055925499
424	0.9953699321	0.0105578699
425	0.9953814069	0.01055515887
426	0.9954072251	0.01055350334
427	0.9954014877	0.01055194126
428	0.9953928816	0.01054857992
429	0.995398619	0.01054753714
430	0.9954129625	0.01054460242
431	0.9954158312	0.01054012794
432	0.9954186999	0.01053692357
433	0.995398619	0.01052715873
434	0.9953957503	0.01052451574
435	0.9954129625	0.01052091014
436	0.9954186999	0.01051951287
437	0.9954100938	0.01051635601
438	0.9954100938	0.01051376476
439	0.9954158312	0.01050928518
440	0.9954330433	0.01050628503
441	0.9954330433	0.01050226921
442	0.9954273059	0.01049685759
443	0.9954301746	0.01049553841
444	0.9954330433	0.01049357808
445	0.9954330433	0.01049247618
446	0.995435912	0.01048724566
447	0.9954330433	0.01048425227
448	0.995435912	0.01048314109
449	0.9954387807	0.01047814852
450	0.9954445181	0.01047677194
451	0.9954473868	0.01047571014
452	0.9954473868	0.01046951972
453	0.9954445181	0.01046775605
454	0.9954559928	0.010462725
455	0.9954588615	0.0104578092
456	0.9954703363	0.01045485638
457	0.995473205	0.01045317857
458	0.9954760737	0.01045025252
459	0.9954703363	0.01044456228
460	0.9954674676	0.01044211783
461	0.9954789424	0.01044013183
462	0.9954789424	0.01043944183
463	0.995473205	0.0104387031
464	0.9954674676	0.0104273333
465	0.9954645989	0.01041747311
466	0.9954674676	0.01041593391
467	0.9954645989	0.01041506635
468	0.9954703363	0.01041424668
469	0.9954760737	0.0104130631
470	0.9954703363	0.01040977315
471	0.9954674676	0.01040166197
472	0.9954645989	0.01039924087
473	0.995473205	0.01039641101
474	0.9954789424	0.01039471234
475	0.9954789424	0.01039332696
476	0.9954818111	0.0103928031
477	0.9954818111	0.01039071534
478	0.9954875484	0.01038733462
479	0.9954846798	0.01038255708
480	0.9954875484	0.01038126861
481	0.9954961545	0.01037393888
482	0.9954961545	0.01037227315
483	0.9954875484	0.01036813745
484	0.9954990232	0.01036579586
485	0.9955047606	0.01036055266
486	0.9955162354	0.01035546492
487	0.9955162354	0.01035445958
488	0.9955162354	0.01035017607
489	0.9955191041	0.01034613215
490	0.9955219727	0.01034067386
491	0.9955191041	0.01033431525
492	0.9955162354	0.01033069613
493	0.9955191041	0.01032626762
494	0.9955248414	0.01032452805
495	0.9955420536	0.0103227401
496	0.9955363162	0.01032192622
497	0.9955449223	0.01031721534
498	0.9955535283	0.01031415599
499	0.9955621344	0.01030783773
